Provider Number,Hospital Name,Address 1,City,State,ZIP Code,Full Address,Latitude,Longitude,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,"2025 GLENN MITCHELL DRIVE, VIRGINIA BEACH, VA, 23456",36.7753343,-76.0978916,VIRGINIA BEACH CITY,7575071520,16.6,No Different than U.S. National Rate,13.1,21,103,,11.3,No Different than U.S. National Rate,8.9,14.4,280,,16.5,Worse than U.S. National Rate,13.5,20.2,264,,19,No Different than U.S. National Rate,15.3,23.2,75,,20.8,Better than U.S. National Rate,17.9,24.4,324,,17.4,No Different than U.S. National Rate,14.4,20.8,267,
49011F,SALEM VA MEDICAL CENTER,1970 BOULEVARD,SALEM                         ,VA,24153,"1970 BOULEVARD, SALEM                         , VA, 24153",37.2743431,-80.0185024,SALEM,5409822463,17.5,No Different than U.S. National Rate,13.4,22.4,77,,11.2,No Different than U.S. National Rate,8.5,14.4,242,,10.2,No Different than U.S. National Rate,7.8,12.9,309,,19.6,No Different than U.S. National Rate,15.6,24.2,68,,27.6,No Different than U.S. National Rate,23.8,31.6,301,,21.7,Worse than U.S. National Rate,18.6,25.3,346,
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,736 BATTLEFIELD BLVD NORTH,CHESAPEAKE,VA,23320,"736 BATTLEFIELD BLVD NORTH, CHESAPEAKE, VA, 23320",36.7462185,-76.2461297,CHESAPEAKE CITY,7573128121,12.5,Better than U.S. National Rate,10,15.4,273,,9.5,Better than U.S. National Rate,7.7,11.5,612,,10.4,No Different than U.S. National Rate,8.5,12.7,576,,19,No Different than U.S. National Rate,16,22.6,229,,25.2,No Different than U.S. National Rate,22.5,27.8,738,,20.1,No Different than U.S. National Rate,17.3,22.9,576,
490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,"2501 PARKERS LANE, ALEXANDRIA, VA, 22306",38.7397196,-77.0771323,FAIRFAX,7036647105,17.2,No Different than U.S. National Rate,13.7,21.3,94,,11.8,No Different than U.S. National Rate,9.3,14.8,330,,12.3,No Different than U.S. National Rate,9.5,15.6,212,,21.3,No Different than U.S. National Rate,17.1,26,74,,25.4,No Different than U.S. National Rate,21.8,29,384,,19,No Different than U.S. National Rate,15.7,23.1,219,
490123,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,"101 HARRIS ROAD, KILMARNOCK, VA, 22482",37.7012049,-76.3874396,LANCASTER,8044358000,15.2,No Different than U.S. National Rate,11.7,19.3,36,,13.9,No Different than U.S. National Rate,10.4,18.2,91,,14.9,No Different than U.S. National Rate,11.4,19,187,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23,No Different than U.S. National Rate,19.1,28,103,,16.3,No Different than U.S. National Rate,13.1,20.4,172,
490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,"ONE ARH LANE - PO BOX 7, LOW MOOR, VA, 24457",37.7911347,-79.8826878,ALLEGHANY,5408626011,14.1,No Different than U.S. National Rate,10.6,18.3,45,,9.4,No Different than U.S. National Rate,6.9,12.6,212,,11.6,No Different than U.S. National Rate,8.6,15.2,233,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.6,No Different than U.S. National Rate,21.2,28.4,253,,19.7,No Different than U.S. National Rate,16.5,23.1,254,
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,"1535 SLATE CREEK ROAD, GRUNDY, VA, 24614",37.2854239,-82.0681500,BUCHANAN,2769351000,14.9,No Different than U.S. National Rate,11.3,19.8,36,,9.7,No Different than U.S. National Rate,6.9,13.6,89,,14.6,No Different than U.S. National Rate,11.1,18.9,135,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,20,29.1,103,,18.5,No Different than U.S. National Rate,15.1,22.7,150,
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,"7519 HOSPITAL ROAD, GLOUCESTER, VA, 23061",37.4197332,-76.5417849,GLOUCESTER,8046938800,17.1,No Different than U.S. National Rate,13.4,21.1,103,,13.1,No Different than U.S. National Rate,10.1,16.6,219,,14.7,No Different than U.S. National Rate,11.7,18.2,250,,18.5,No Different than U.S. National Rate,14.8,22.6,57,,25.3,No Different than U.S. National Rate,21.6,29.8,245,,17.8,No Different than U.S. National Rate,14.9,21.4,267,
490134,PIEDMONT GERIATRIC HOSPITAL,5001 E PATRICK HENRY HWY - HIGHWAY 360 AND 460,BURKEVILLE,VA,23922,"5001 E PATRICK HENRY HWY - HIGHWAY 360 AND 460, BURKEVILLE, VA, 23922",37.1055224,-78.3638573,NOTTOWAY,4347674401,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
490136,BON SECOURS - ST FRANCIS MEDICAL CENTER,13700 STFRANCIS BLVD SUITE 100,MIDLOTHIAN,VA,23114,"13700 STFRANCIS BLVD SUITE 100, MIDLOTHIAN, VA, 23114",37.4666189,-77.6587130,CHESTERFIELD,8045947400,17.7,No Different than U.S. National Rate,14.2,21.8,138,,12.5,No Different than U.S. National Rate,10,15.7,344,,11,No Different than U.S. National Rate,8.3,14.6,173,,23.1,No Different than U.S. National Rate,18.9,27.7,113,,22.6,No Different than U.S. National Rate,19.7,26,421,,18.7,No Different than U.S. National Rate,15.1,22.8,175,
490140,"STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD, SUITE 307",STAFFORD,VA,22554,"101 HOSPITAL CENTER BOULEVARD, SUITE 307, STAFFORD, VA, 22554",38.4151022,-77.4074155,STAFFORD,5407419000,13.7,No Different than U.S. National Rate,10.3,17.9,31,,12.1,No Different than U.S. National Rate,8.8,16.3,85,,9.1,No Different than U.S. National Rate,6.3,13,79,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.6,No Different than U.S. National Rate,21.2,30.3,99,,16.8,No Different than U.S. National Rate,13.2,21.2,85,
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,"4600 SPOTSYLVANIA PARKWAY, FREDERICKSBURG, VA, 22408",38.2181996,-77.4961447,SPOTSYLVANIA,5404984000,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.7,No Different than U.S. National Rate,8.1,16.6,34,,12,No Different than U.S. National Rate,8,17.3,40,,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.9,No Different than U.S. National Rate,20.2,30.2,42,,19.4,No Different than U.S. National Rate,15.1,24.3,43,
491300,BATH COUNTY COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,24445,"106 PARK DRIVE- PO DRAWER Z, HOT SPRINGS, VA, 24445",37.9927952,-79.8318628,BATH,5408397000,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.1,No Different than U.S. National Rate,7.6,15.5,44,,12.3,No Different than U.S. National Rate,8.5,17.9,72,,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,26.2,No Different than U.S. National Rate,21.4,31.7,56,,17.3,No Different than U.S. National Rate,13.5,21.8,83,
491302,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,"159 HARTLEY WAY, PEARISBURG, VA, 24134",37.3331827,-80.7129522,GILES,5409216000,14.6,No Different than U.S. National Rate,11.2,18.6,36,,10.1,No Different than U.S. National Rate,7.3,13.7,110,,11.8,No Different than U.S. National Rate,8.8,15.8,144,,19.3,No Different than U.S. National Rate,15.5,24,31,,23.8,No Different than U.S. National Rate,20.1,28.1,137,,17.2,No Different than U.S. National Rate,13.9,21.3,147,
491303,DICKENSON COMMUNITY HOSPITAL,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,"312 HOSPITAL DRIVE, CLINTWOOD, VA, 24228",37.1607138,-82.4492491,DICKENSON,2766798865,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
491304,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,"1 HEALTH CIRCLE, LEXINGTON, VA, 24450",37.7788688,-79.4412043,LEXINGTON CITY,5404583503,16.4,No Different than U.S. National Rate,12.3,21.4,65,,13.5,No Different than U.S. National Rate,10,18.1,122,,12.8,No Different than U.S. National Rate,9.3,17.4,105,,19.8,No Different than U.S. National Rate,15.8,24.6,34,,23.7,No Different than U.S. National Rate,19.5,28.3,121,,17.5,No Different than U.S. National Rate,13.8,22,100,
491305,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,"759 SOUTH MAIN STREET, WOODSTOCK, VA, 22664",38.8703378,-78.5125725,SHENANDOAH,5404591100,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.1,No Different than U.S. National Rate,9,16.2,86,,11.9,No Different than U.S. National Rate,9,15.3,225,,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.5,28.5,106,,17.5,No Different than U.S. National Rate,14.4,21.1,241,
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",18688 JEB STUART HIGHWAY,STUART,VA,24171,"18688 JEB STUART HIGHWAY, STUART, VA, 24171",36.6461750,-80.2546963,PATRICK,2766943151,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,16,No Different than U.S. National Rate,12,21.3,87,,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.9,No Different than U.S. National Rate,18.1,28.6,31,,17.6,No Different than U.S. National Rate,14.1,22,78,
491307,"PAGE MEMORIAL HOSPITAL, INC",200 MEMORIAL DRIVE,LURAY,VA,22835,"200 MEMORIAL DRIVE, LURAY, VA, 22835",38.6629142,-78.4685098,PAGE,5407434561,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13,No Different than U.S. National Rate,9.3,17.6,76,,12,No Different than U.S. National Rate,8.6,16.2,117,,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.3,No Different than U.S. National Rate,22.5,32.5,91,,18.2,No Different than U.S. National Rate,14.7,22.5,109,
500001,NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,"1550 NORTH 115TH STREET, SEATTLE, WA, 98133",47.7147302,-122.3371023,KING,2063640500,15.4,No Different than U.S. National Rate,12.6,18.8,156,,14.6,Worse than U.S. National Rate,12.2,17.3,386,,12.3,No Different than U.S. National Rate,9.8,15.1,339,,17,No Different than U.S. National Rate,13.7,20.8,138,,22.2,No Different than U.S. National Rate,19.2,25.5,439,,16.8,No Different than U.S. National Rate,14.1,20.1,355,
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,"401 W POPLAR ST, WALLA WALLA, WA, 99362",46.0619847,-118.3432076,WALLA WALLA,5095225900,16.1,No Different than U.S. National Rate,12.9,19.9,66,,12.1,No Different than U.S. National Rate,9.1,15.7,119,,11.7,No Different than U.S. National Rate,8.8,15.3,165,,18.9,No Different than U.S. National Rate,15,23.6,48,,22.9,No Different than U.S. National Rate,19,27.4,133,,15.8,No Different than U.S. National Rate,12.7,19.5,178,
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,"1415 KINCAID STREET, MOUNT VERNON, WA, 98274",48.4183752,-122.3241658,SKAGIT,3604244111,14.6,No Different than U.S. National Rate,11.6,18.1,177,,13.8,No Different than U.S. National Rate,11.1,17.1,269,,14.8,No Different than U.S. National Rate,12,18.2,354,,18.9,No Different than U.S. National Rate,15.7,23.2,173,,23.7,No Different than U.S. National Rate,20.3,27.5,306,,20.2,No Different than U.S. National Rate,16.9,23.6,365,
500005,VIRGINIA MASON MEDICAL CENTER,1100 NINTH AVENUE (PO BOX 900),SEATTLE,WA,98111,"1100 NINTH AVENUE (PO BOX 900), SEATTLE, WA, 98111",47.6099974,-122.3277093,KING,2062236600,13.4,No Different than U.S. National Rate,10.2,16.9,138,,10.7,No Different than U.S. National Rate,8.5,13.6,297,,9.4,No Different than U.S. National Rate,7.2,12.2,255,,17.9,No Different than U.S. National Rate,14.7,21.7,180,,26.3,No Different than U.S. National Rate,22.9,29.9,373,,18.1,No Different than U.S. National Rate,15,21.8,275,
500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,"1211  24TH STREET, ANACORTES, WA, 98221",48.5020043,-122.6149776,SKAGIT,3602991300,15.6,No Different than U.S. National Rate,11.7,20.5,36,,12,No Different than U.S. National Rate,8.9,15.9,98,,13.9,No Different than U.S. National Rate,10.8,17.7,204,,22.1,No Different than U.S. National Rate,17.5,27.5,29,,24.6,No Different than U.S. National Rate,20.3,29.6,111,,18.1,No Different than U.S. National Rate,14.8,21.9,199,
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195,"1959 NE PACIFIC ST, SEATTLE, WA, 98195",47.6498722,-122.3082296,KING,2065983300,14.4,No Different than U.S. National Rate,11,18.5,81,,9.5,No Different than U.S. National Rate,7.2,12.6,180,,11.6,No Different than U.S. National Rate,8.5,15.5,109,,19.4,No Different than U.S. National Rate,15.6,23.9,103,,26.3,No Different than U.S. National Rate,22.7,30.3,247,,19.7,No Different than U.S. National Rate,16,23.8,137,
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,"16251 SYLVESTER ROAD SW, BURIEN, WA, 98166",47.4574870,-122.3432480,KING,2062449970,17.2,No Different than U.S. National Rate,13.5,21.5,90,,12.5,No Different than U.S. National Rate,9.7,15.6,236,,13.2,No Different than U.S. National Rate,10.4,16.6,285,,18.9,No Different than U.S. National Rate,14.9,23.4,68,,22.6,No Different than U.S. National Rate,19.2,26.4,277,,16.8,No Different than U.S. National Rate,13.9,20.3,303,
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,"110 SOUTH NINTH AVE, YAKIMA, WA, 98902",46.5965840,-120.5211861,YAKIMA,5095755102,16.9,No Different than U.S. National Rate,13.9,20.7,250,,13.6,No Different than U.S. National Rate,10.6,17.3,250,,13.3,No Different than U.S. National Rate,9.8,17.8,167,,19.7,No Different than U.S. National Rate,16.5,23.5,276,,26.9,No Different than U.S. National Rate,23.3,30.6,345,,19.6,No Different than U.S. National Rate,15.8,23.6,176,
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,"1321 COLBY AVENUE, EVERETT, WA, 98201",47.9998980,-122.2074813,SNOHOMISH,4252612000,15.9,No Different than U.S. National Rate,13.4,18.8,423,,13.3,No Different than U.S. National Rate,10.9,16.1,459,,13.1,No Different than U.S. National Rate,10.3,16.5,275,,20.6,No Different than U.S. National Rate,17.9,23.7,485,,21.3,Better than U.S. National Rate,18.6,24.4,567,,18.3,No Different than U.S. National Rate,15.4,21.5,303,
500015,AUBURN REGIONAL MEDICAL CENTER,202 N DIVISION STREET PLAZA ONE,AUBURN,WA,98001,"202 N DIVISION STREET PLAZA ONE, AUBURN, WA, 98001",47.3085773,-122.2294256,KING,2538337711,17.4,No Different than U.S. National Rate,13.8,21.6,104,,12.8,No Different than U.S. National Rate,10,16.1,264,,13.3,No Different than U.S. National Rate,10.7,16.6,313,,19.6,No Different than U.S. National Rate,15.9,24.1,95,,26.8,No Different than U.S. National Rate,23.3,30.8,327,,20.3,No Different than U.S. National Rate,16.9,23.9,319,
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,"1201 SOUTH MILLER STREET, WENATCHEE, WA, 98807",47.4067059,-120.3214286,CHELAN,5096621511,14,No Different than U.S. National Rate,10.8,17.8,202,,14.6,No Different than U.S. National Rate,11.6,18.1,284,,13.1,No Different than U.S. National Rate,10.3,16.5,291,,16.5,No Different than U.S. National Rate,13.3,20.4,216,,21.2,No Different than U.S. National Rate,18,24.7,353,,15,No Different than U.S. National Rate,12.4,18.5,288,
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,"914 S SCHEUBER ROAD, CENTRALIA, WA, 98531",46.7122241,-122.9855858,LEWIS,3607362803,18.6,No Different than U.S. National Rate,14.8,23,74,,11.7,No Different than U.S. National Rate,9.1,14.9,230,,12.9,No Different than U.S. National Rate,9.9,16.5,225,,19.7,No Different than U.S. National Rate,15.8,24.4,46,,20.5,Better than U.S. National Rate,17.2,24.3,273,,17,No Different than U.S. National Rate,13.9,20.6,235,
500021,SAINT CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,"11315 BRIDGEPORT WAY S W, LAKEWOOD, WA, 98499",47.1545124,-122.5019772,PIERCE,2535881711,17.6,No Different than U.S. National Rate,14.2,22.1,85,,14.4,No Different than U.S. National Rate,11.1,18.3,216,,12.7,No Different than U.S. National Rate,9.8,16.2,235,,17.6,No Different than U.S. National Rate,14,22,56,,22.6,No Different than U.S. National Rate,19,26.7,261,,17.2,No Different than U.S. National Rate,14.1,21,260,
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,"413 LILLY ROAD NE, OLYMPIA, WA, 98506",47.0529957,-122.8479904,THURSTON,3604919480,15.6,No Different than U.S. National Rate,13,18.6,491,,11.2,No Different than U.S. National Rate,9.2,13.5,523,,11.7,No Different than U.S. National Rate,9.5,14.4,396,,16.3,Better than U.S. National Rate,13.8,19,559,,22.8,No Different than U.S. National Rate,20.1,25.7,641,,16.7,No Different than U.S. National Rate,14.1,19.8,417,
500025,SWEDISH MEDICAL CENTER/CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,"500 17TH AVENUE, SEATTLE, WA, 98122",47.6073043,-122.3102868,KING,2063202000,13.3,No Different than U.S. National Rate,10.8,16.2,321,,9.6,No Different than U.S. National Rate,7.7,12,502,,11.3,No Different than U.S. National Rate,7.9,16.3,44,,17.3,No Different than U.S. National Rate,14.5,20.4,379,,25.8,No Different than U.S. National Rate,22.9,28.7,647,,17.8,No Different than U.S. National Rate,14,22.3,47,
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,"21601 76TH AVENUE WEST, EDMONDS, WA, 98026",47.8033141,-122.3344445,SNOHOMISH,4256404000,17.8,No Different than U.S. National Rate,14.7,21.5,170,,14.1,No Different than U.S. National Rate,11,17.7,202,,11.1,No Different than U.S. National Rate,8.8,14,287,,21.2,No Different than U.S. National Rate,17.4,25.5,153,,26,No Different than U.S. National Rate,22.1,30.6,221,,16.7,No Different than U.S. National Rate,13.8,19.9,288,
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122,"747 BROADWAY, SEATTLE, WA, 98122",47.6084642,-122.3214803,KING,2063866000,16,No Different than U.S. National Rate,12.3,20.7,37,,14.2,No Different than U.S. National Rate,11.5,17.2,289,,12.7,No Different than U.S. National Rate,10.8,15,625,,20.4,No Different than U.S. National Rate,16.3,25,30,,26,No Different than U.S. National Rate,22.5,29.9,339,,19.6,No Different than U.S. National Rate,16.9,22.5,650,
